,labels,structure,hemisphere,rsn,x,y,z,nvoxels,tSNR
251,7Networks_LH_Default_PFC_12,cortex,L,Default,-6.242512,32.019376,22.697983,3642,21.4658292
252,7Networks_LH_Default_PFC_13,cortex,L,Default,-6.126354,48.354824,29.052263,6330,25.12863481
253,7Networks_LH_Default_PFC_14,cortex,L,Default,-14.508859,53.506492,30.077966,3765,30.84303466
254,7Networks_LH_Default_PFC_15,cortex,L,Default,-22.051411,47.694138,27.285891,3346,30.63451224
255,7Networks_LH_Default_PFC_16,cortex,L,Default,-26.64803,29.68764,39.472945,2194,28.90903324
256,7Networks_LH_Default_PFC_17,cortex,L,Default,-38.052967,16.225957,45.062451,4307,28.94754841
257,7Networks_LH_Default_PFC_18,cortex,L,Default,-9.312829,38.880357,48.804499,1905,30.15077174
258,7Networks_LH_Default_PFC_19,cortex,L,Default,-19.068882,34.638116,42.099434,2128,29.01014572
259,7Networks_LH_Default_PFC_20,cortex,L,Default,-40.178396,4.706298,46.61688,3289,26.97183408
260,7Networks_LH_Default_PFC_21,cortex,L,Default,-29.596642,15.42807,51.324777,2234,29.75791494
261,7Networks_LH_Default_PFC_22,cortex,L,Default,-21.635053,19.569553,49.412224,2003,28.61378629
262,7Networks_LH_Default_PFC_23,cortex,L,Default,-11.622978,20.461203,59.63902,3089,29.24251566
263,7Networks_LH_Default_PFC_24,cortex,L,Default,-7.076464,6.638432,64.167957,3270,25.95018222
264,7Networks_LH_Default_pCunPCC_1,cortex,L,Default,-7.049149,-49.874636,9.02603,1375,19.49398804
265,7Networks_LH_Default_pCunPCC_2,cortex,L,Default,-13.123215,-60.068015,15.999065,2153,22.7557948
266,7Networks_LH_Default_pCunPCC_3,cortex,L,Default,-4.456325,-52.098533,20.528513,1691,21.02932464
267,7Networks_LH_Default_pCunPCC_4,cortex,L,Default,-5.533658,-38.8285,23.978792,679,17.35278985
268,7Networks_LH_Default_pCunPCC_5,cortex,L,Default,-10.432089,-67.964924,31.397938,2054,25.41284885
269,7Networks_LH_Default_pCunPCC_6,cortex,L,Default,-6.169966,-58.928314,31.175088,2807,23.36236178
270,7Networks_LH_Default_pCunPCC_7,cortex,L,Default,-7.676651,-43.761301,34.026759,2021,20.98636861
271,7Networks_LH_Default_pCunPCC_8,cortex,L,Default,-3.447797,-31.624012,37.755139,1792,20.59791103
272,7Networks_LH_Default_pCunPCC_9,cortex,L,Default,-2.432894,-15.738284,37.660927,1539,18.39301959
273,7Networks_LH_Default_pCunPCC_10,cortex,L,Default,-4.895415,-65.936533,43.853772,1190,24.60170471
274,7Networks_LH_Default_pCunPCC_11,cortex,L,Default,-7.078494,-50.250005,44.592336,3095,23.8084522
275,7Networks_RH_Vis_1,cortex,R,Vis,35.251705,-36.758418,-21.848853,2934,13.72639289
276,7Networks_RH_Vis_2,cortex,R,Vis,30.860095,-32.040556,-17.291092,2806,16.5790503
277,7Networks_RH_Vis_3,cortex,R,Vis,35.787628,-55.495023,-16.654692,2725,17.63704389
278,7Networks_RH_Vis_4,cortex,R,Vis,33.109025,-75.209489,-12.663312,3045,20.2957347
279,7Networks_RH_Vis_5,cortex,R,Vis,26.59986,-51.769271,-8.602461,3603,19.23352453
280,7Networks_RH_Vis_6,cortex,R,Vis,20.882446,-72.869103,-8.460266,4391,20.72828681
281,7Networks_RH_Vis_7,cortex,R,Vis,17.565823,-35.701742,-10.708619,1078,14.18273102
282,7Networks_RH_Vis_8,cortex,R,Vis,18.703391,-86.517981,-9.833509,2207,23.27688972
283,7Networks_RH_Vis_9,cortex,R,Vis,46.510036,-66.093507,-6.339815,4487,19.14401746
284,7Networks_RH_Vis_10,cortex,R,Vis,38.965553,-83.648361,-8.433251,2148,19.22204953
285,7Networks_RH_Vis_11,cortex,R,Vis,8.407838,-71.95267,-0.536727,2630,19.74650192
286,7Networks_RH_Vis_12,cortex,R,Vis,13.739343,-56.317718,-3.21018,2769,17.26636486
287,7Networks_RH_Vis_13,cortex,R,Vis,25.87231,-93.838901,-6.883617,3450,22.84745802
288,7Networks_RH_Vis_14,cortex,R,Vis,17.512862,-44.902476,-2.501259,1730,15.78156837
289,7Networks_RH_Vis_15,cortex,R,Vis,11.32164,-91.363218,-1.12434,5861,23.22599532
290,7Networks_RH_Vis_16,cortex,R,Vis,46.262812,-67.094588,7.058583,5082,22.34504188
291,7Networks_RH_Vis_17,cortex,R,Vis,13.035057,-44.447783,2.851146,973,17.11279127
292,7Networks_RH_Vis_18,cortex,R,Vis,34.285732,-85.653356,5.023861,3054,28.19707899
293,7Networks_RH_Vis_19,cortex,R,Vis,10.909008,-74.902201,8.86604,5048,22.10356109
294,7Networks_RH_Vis_20,cortex,R,Vis,22.081931,-59.527185,5.967709,2544,19.54307006
295,7Networks_RH_Vis_21,cortex,R,Vis,23.183106,-96.377404,7.807159,2453,29.84023945
296,7Networks_RH_Vis_22,cortex,R,Vis,41.571648,-77.247025,13.445206,4590,28.1864191
297,7Networks_RH_Vis_23,cortex,R,Vis,14.438062,-91.805645,17.745478,3764,29.73002308
298,7Networks_RH_Vis_24,cortex,R,Vis,16.227837,-66.540214,19.012325,2637,22.75112787
299,7Networks_RH_Vis_25,cortex,R,Vis,6.397375,-81.836537,21.500883,2466,24.55786098
300,7Networks_RH_Vis_26,cortex,R,Vis,27.627038,-84.511006,20.665389,3733,31.9274743
301,7Networks_RH_Vis_27,cortex,R,Vis,34.987015,-76.32115,24.18676,2401,31.98962918
302,7Networks_RH_Vis_28,cortex,R,Vis,16.370766,-75.165792,33.484881,2826,27.74673975
303,7Networks_RH_Vis_29,cortex,R,Vis,18.799772,-83.076987,35.965771,3410,31.01051238
304,7Networks_RH_Vis_30,cortex,R,Vis,27.118284,-73.868188,38.070369,2551,32.33505451
305,7Networks_RH_SomMot_1,cortex,R,SomMot,53.412573,-0.142202,-4.738419,3905,19.42833278
306,7Networks_RH_SomMot_2,cortex,R,SomMot,60.265487,-22.066543,1.284229,3220,19.37210592
307,7Networks_RH_SomMot_3,cortex,R,SomMot,53.713166,-16.495229,6.790221,3460,18.44346526
308,7Networks_RH_SomMot_4,cortex,R,SomMot,41.264244,-16.698222,1.803041,1224,21.48981014
309,7Networks_RH_SomMot_5,cortex,R,SomMot,38.351444,-6.548187,12.651326,967,23.35964363
310,7Networks_RH_SomMot_6,cortex,R,SomMot,35.87966,-20.013992,12.959327,832,22.18190388
311,7Networks_RH_SomMot_7,cortex,R,SomMot,59.820864,-27.527691,12.315919,2511,19.99358054
312,7Networks_RH_SomMot_8,cortex,R,SomMot,60.280989,-36.90347,13.292095,2017,21.37984053
313,7Networks_RH_SomMot_9,cortex,R,SomMot,41.108434,-12.620694,18.069325,858,22.43340897
314,7Networks_RH_SomMot_10,cortex,R,SomMot,42.153609,-28.871367,18.176473,1987,21.9414839
315,7Networks_RH_SomMot_11,cortex,R,SomMot,50.109539,-11.098916,14.476703,1161,23.34669155
316,7Networks_RH_SomMot_12,cortex,R,SomMot,57.391888,-0.315598,10.817354,2054,23.08238413
317,7Networks_RH_SomMot_13,cortex,R,SomMot,49.188903,-21.529051,19.149807,1355,23.22312936
318,7Networks_RH_SomMot_14,cortex,R,SomMot,60.82904,-12.26689,16.372525,1396,23.79489784
319,7Networks_RH_SomMot_15,cortex,R,SomMot,58.5637,4.292891,29.40592,1257,25.75126083
320,7Networks_RH_SomMot_16,cortex,R,SomMot,57.335481,-6.764299,26.836693,3751,24.24239394
321,7Networks_RH_SomMot_17,cortex,R,SomMot,59.57334,-15.799216,31.165486,1974,27.02505055
322,7Networks_RH_SomMot_18,cortex,R,SomMot,49.237935,-7.420007,35.253792,2033,23.69771248
323,7Networks_RH_SomMot_19,cortex,R,SomMot,54.063317,-18.238871,40.546952,1090,27.12976607
324,7Networks_RH_SomMot_20,cortex,R,SomMot,9.869735,-15.493812,41.859813,1375,19.75925686
325,7Networks_RH_SomMot_21,cortex,R,SomMot,50.208183,-14.320459,45.997614,1435,25.70527889
326,7Networks_RH_SomMot_22,cortex,R,SomMot,42.940419,-10.769946,45.542156,1822,25.42942948
327,7Networks_RH_SomMot_23,cortex,R,SomMot,46.633354,-25.463642,52.793755,2608,26.39255139
328,7Networks_RH_SomMot_24,cortex,R,SomMot,8.018089,-8.441152,49.797057,3085,20.62356407
329,7Networks_RH_SomMot_25,cortex,R,SomMot,40.362453,-21.464716,50.335258,1491,26.02673335
330,7Networks_RH_SomMot_26,cortex,R,SomMot,34.456062,-18.582128,58.85463,3115,25.51739251
331,7Networks_RH_SomMot_27,cortex,R,SomMot,33.126482,-34.028314,59.288644,1377,30.81207857
332,7Networks_RH_SomMot_28,cortex,R,SomMot,30.843492,-40.685374,58.632125,1917,33.95861909
333,7Networks_RH_SomMot_29,cortex,R,SomMot,33.076653,-27.774327,57.979893,1577,27.53040091
334,7Networks_RH_SomMot_30,cortex,R,SomMot,5.349953,-24.310275,56.38556,2239,22.62434377
335,7Networks_RH_SomMot_31,cortex,R,SomMot,26.720946,-11.417304,62.170894,2031,29.31310879
336,7Networks_RH_SomMot_32,cortex,R,SomMot,10.27198,-41.024358,65.138924,2054,29.65984426
337,7Networks_RH_SomMot_33,cortex,R,SomMot,20.315374,-25.386765,62.760219,999,28.47917551
338,7Networks_RH_SomMot_34,cortex,R,SomMot,20.778733,-30.308039,63.567587,1062,31.4593209
339,7Networks_RH_SomMot_35,cortex,R,SomMot,22.762181,-35.476787,67.167312,1246,34.76469055
340,7Networks_RH_SomMot_36,cortex,R,SomMot,14.174788,-10.08022,69.34586,1796,30.37835172
341,7Networks_RH_SomMot_37,cortex,R,SomMot,15.386821,-47.342124,68.427384,1955,36.5092585
342,7Networks_RH_SomMot_38,cortex,R,SomMot,5.485554,-24.189229,68.180419,2136,26.44037892
343,7Networks_RH_SomMot_39,cortex,R,SomMot,14.689132,-21.763062,70.773783,2202,30.57783797
344,7Networks_RH_SomMot_40,cortex,R,SomMot,12.24964,-34.823056,72.689658,1156,31.66916174
345,7Networks_RH_DorsAttn_Post_1,cortex,R,DorsAttn,47.494497,-50.26444,-15.321684,5818,13.91411458
346,7Networks_RH_DorsAttn_Post_2,cortex,R,DorsAttn,55.081301,-55.546534,1.267018,2743,19.04877871
347,7Networks_RH_DorsAttn_Post_3,cortex,R,DorsAttn,49.856934,-56.242831,11.957641,2663,23.35001757
348,7Networks_RH_DorsAttn_Post_4,cortex,R,DorsAttn,42.433064,-73.896708,30.814773,3382,32.01677549
349,7Networks_RH_DorsAttn_Post_5,cortex,R,DorsAttn,30.633821,-67.237989,34.583038,2181,30.26700379
350,7Networks_RH_DorsAttn_Post_6,cortex,R,DorsAttn,54.544286,-24.89073,41.393334,1327,30.19126602
351,7Networks_RH_DorsAttn_Post_7,cortex,R,DorsAttn,16.393377,-72.59055,47.032047,1054,30.30709892
352,7Networks_RH_DorsAttn_Post_8,cortex,R,DorsAttn,40.32984,-38.360377,43.470862,1789,29.86936003
353,7Networks_RH_DorsAttn_Post_9,cortex,R,DorsAttn,44.84524,-28.360271,42.513251,1699,28.36718244
354,7Networks_RH_DorsAttn_Post_10,cortex,R,DorsAttn,28.576507,-61.123051,48.662812,1716,32.35430971
355,7Networks_RH_DorsAttn_Post_11,cortex,R,DorsAttn,35.793119,-45.551138,44.788534,2379,29.2595786
356,7Networks_RH_DorsAttn_Post_12,cortex,R,DorsAttn,20.699654,-66.009545,52.91186,2962,30.61474415
357,7Networks_RH_DorsAttn_Post_13,cortex,R,DorsAttn,37.151616,-36.80364,48.649441,1757,29.63836798
358,7Networks_RH_DorsAttn_Post_14,cortex,R,DorsAttn,32.620486,-50.180372,51.174049,3113,31.4838115
359,7Networks_RH_DorsAttn_Post_15,cortex,R,DorsAttn,9.564914,-67.03079,52.898806,2235,28.3094805
360,7Networks_RH_DorsAttn_Post_16,cortex,R,DorsAttn,25.985875,-55.74425,58.448246,3204,31.41280801
361,7Networks_RH_DorsAttn_Post_17,cortex,R,DorsAttn,7.875925,-53.8135,58.603773,4108,29.34753238
362,7Networks_RH_DorsAttn_Post_18,cortex,R,DorsAttn,13.900612,-60.293739,60.783391,2070,32.77941635
363,7Networks_RH_DorsAttn_Post_19,cortex,R,DorsAttn,24.398309,-48.220164,63.916574,2890,34.10357734
364,7Networks_RH_DorsAttn_FEF_1,cortex,R,DorsAttn,38.528561,-3.214868,50.904784,2588,26.76504491
365,7Networks_RH_DorsAttn_FEF_2,cortex,R,DorsAttn,27.046515,-3.05684,53.325289,2385,26.57654764
366,7Networks_RH_DorsAttn_FEF_3,cortex,R,DorsAttn,21.319122,-3.991898,63.216754,1273,28.00372146
367,7Networks_RH_DorsAttn_PrCv_1,cortex,R,DorsAttn,49.452173,7.762169,25.156466,3134,24.17726003
368,7Networks_RH_SalVentAttn_TempOccPar_1,cortex,R,SalVentAttn,54.882543,-47.987556,9.351047,2037,20.57531538
369,7Networks_RH_SalVentAttn_TempOccPar_2,cortex,R,SalVentAttn,51.999023,-42.643433,13.316433,1460,22.01861433
370,7Networks_RH_SalVentAttn_TempOccPar_3,cortex,R,SalVentAttn,56.764198,-43.125784,22.675902,1438,24.71127733
371,7Networks_RH_SalVentAttn_TempOccPar_4,cortex,R,SalVentAttn,56.398879,-33.049157,24.772329,2755,24.87660693
372,7Networks_RH_SalVentAttn_TempOccPar_5,cortex,R,SalVentAttn,57.875823,-22.320578,24.754605,2411,24.71104555
373,7Networks_RH_SalVentAttn_TempOccPar_6,cortex,R,SalVentAttn,59.645908,-30.234012,36.466051,2410,28.49299616
374,7Networks_RH_SalVentAttn_TempOccPar_7,cortex,R,SalVentAttn,56.034536,-41.994846,36.306428,2719,29.4762177
375,7Networks_RH_SalVentAttn_PrC_1,cortex,R,SalVentAttn,48.243604,2.928549,39.593037,2561,24.9527421
376,7Networks_RH_SalVentAttn_FrOperIns_1,cortex,R,SalVentAttn,39.213057,5.465085,-17.569565,2269,18.13221547
377,7Networks_RH_SalVentAttn_FrOperIns_2,cortex,R,SalVentAttn,39.658119,9.942144,-5.604713,2104,23.00071248
378,7Networks_RH_SalVentAttn_FrOperIns_3,cortex,R,SalVentAttn,40.303522,-6.364203,-8.011022,2053,21.99674059
379,7Networks_RH_SalVentAttn_FrOperIns_4,cortex,R,SalVentAttn,39.386513,2.601228,2.364441,1384,24.46393056
380,7Networks_RH_SalVentAttn_FrOperIns_5,cortex,R,SalVentAttn,37.274558,22.495904,5.190173,3487,22.3085682
381,7Networks_RH_SalVentAttn_FrOperIns_6,cortex,R,SalVentAttn,38.101104,5.788567,10.858131,1230,24.67826501
382,7Networks_RH_SalVentAttn_FrOperIns_7,cortex,R,SalVentAttn,49.492595,5.357218,4.808006,2449,23.13725703
383,7Networks_RH_SalVentAttn_FrOperIns_8,cortex,R,SalVentAttn,52.629033,12.502591,12.324283,2565,24.81540434
384,7Networks_RH_SalVentAttn_PFCl_1,cortex,R,SalVentAttn,32.398763,42.897544,25.616167,5188,27.71749292
385,7Networks_RH_SalVentAttn_Med_1,cortex,R,SalVentAttn,7.271304,16.235051,36.33049,4518,21.63126129
386,7Networks_RH_SalVentAttn_Med_2,cortex,R,SalVentAttn,6.870458,0.380977,41.883922,3572,20.44386645
387,7Networks_RH_SalVentAttn_Med_3,cortex,R,SalVentAttn,10.862871,-31.153339,42.004201,1971,22.87585615
388,7Networks_RH_SalVentAttn_Med_4,cortex,R,SalVentAttn,6.820002,9.667658,54.399095,1775,23.23015189
389,7Networks_RH_SalVentAttn_Med_5,cortex,R,SalVentAttn,11.160546,-43.278329,52.262064,1357,26.4625906
390,7Networks_RH_SalVentAttn_Med_6,cortex,R,SalVentAttn,11.553346,-30.759888,48.406104,1497,22.43268804
391,7Networks_RH_SalVentAttn_Med_7,cortex,R,SalVentAttn,6.823871,-3.834321,64.063719,2485,26.02024128
392,7Networks_RH_SalVentAttn_Med_8,cortex,R,SalVentAttn,14.639178,3.505147,67.750608,1314,28.49422144
393,7Networks_RH_Limbic_OFC_1,cortex,R,Limbic,13.178445,19.964661,-19.7053,2539,5.373664903
394,7Networks_RH_Limbic_OFC_2,cortex,R,Limbic,22.863285,23.949494,-18.512008,2823,8.344032592
395,7Networks_RH_Limbic_OFC_3,cortex,R,Limbic,8.314161,43.744453,-22.50215,2986,8.152795842
396,7Networks_RH_Limbic_OFC_4,cortex,R,Limbic,20.159297,44.461886,-17.160891,1845,10.30083419
397,7Networks_RH_Limbic_OFC_5,cortex,R,Limbic,4.923859,17.716858,-19.676647,2482,6.008695989
398,7Networks_RH_Limbic_OFC_6,cortex,R,Limbic,9.329273,61.325559,-13.214411,2598,14.98176707
399,7Networks_RH_Limbic_TempPole_1,cortex,R,Limbic,28.680105,-2.212003,-38.17499,5576,9.380839054
400,7Networks_RH_Limbic_TempPole_2,cortex,R,Limbic,49.797414,-8.567426,-36.050448,4643,7.43429867
401,7Networks_RH_Limbic_TempPole_3,cortex,R,Limbic,37.054689,13.895415,-36.385638,3160,9.365456699
402,7Networks_RH_Limbic_TempPole_4,cortex,R,Limbic,40.469272,-15.4478,-29.725803,3766,9.782659027
403,7Networks_RH_Limbic_TempPole_5,cortex,R,Limbic,30.073447,8.594903,-27.789678,3732,9.036169856
404,7Networks_RH_Limbic_TempPole_6,cortex,R,Limbic,48.88094,-29.314207,-24.315578,3450,6.612729245
405,7Networks_RH_Limbic_TempPole_7,cortex,R,Limbic,24.262669,-19.367873,-26.102817,2312,9.184245191
406,7Networks_RH_Cont_Par_1,cortex,R,Cont,49.262445,-55.132952,42.144483,3468,30.18443104
407,7Networks_RH_Cont_Par_2,cortex,R,Cont,50.287592,-46.132659,44.135887,2052,30.99427992
408,7Networks_RH_Cont_Par_3,cortex,R,Cont,34.075124,-65.123787,41.060175,2177,33.09476711
409,7Networks_RH_Cont_Par_4,cortex,R,Cont,49.646164,-36.029181,45.545607,1395,30.27150277
410,7Networks_RH_Cont_Par_5,cortex,R,Cont,42.827951,-45.720442,43.923496,1255,31.14041835
411,7Networks_RH_Cont_Par_6,cortex,R,Cont,38.391121,-55.309507,44.966932,2835,31.66942631
412,7Networks_RH_Cont_Temp_1,cortex,R,Cont,59.741982,-32.033437,-17.788309,4452,9.601451768
413,7Networks_RH_Cont_Temp_2,cortex,R,Cont,59.717989,-46.104706,-7.609418,3673,13.09949636
414,7Networks_RH_Cont_PFCv_1,cortex,R,Cont,33.536712,21.285717,-8.115381,1673,20.87829796
415,7Networks_RH_Cont_PFCl_1,cortex,R,Cont,26.791859,54.842645,-12.080536,3324,15.71069161
416,7Networks_RH_Cont_PFCl_2,cortex,R,Cont,40.500951,50.260231,-4.281327,4081,20.74754411
417,7Networks_RH_Cont_PFCl_3,cortex,R,Cont,27.050794,56.893936,3.369109,7218,24.23360562
418,7Networks_RH_Cont_PFCl_4,cortex,R,Cont,45.134683,39.20703,5.891746,2277,21.60628377
419,7Networks_RH_Cont_PFCl_5,cortex,R,Cont,39.997503,44.290453,14.773317,5134,24.40145445
420,7Networks_RH_Cont_PFCl_6,cortex,R,Cont,45.401279,30.44971,17.933213,2325,22.35864063
421,7Networks_RH_Cont_PFCl_7,cortex,R,Cont,45.560187,17.507987,24.129851,2242,23.85913585
422,7Networks_RH_Cont_PFCl_8,cortex,R,Cont,25.003186,52.525574,21.491182,3258,28.48092103
423,7Networks_RH_Cont_PFCl_9,cortex,R,Cont,43.870647,28.094728,26.78591,3209,23.38747776
424,7Networks_RH_Cont_PFCl_10,cortex,R,Cont,40.602103,11.225842,32.821863,2750,22.66241072
425,7Networks_RH_Cont_PFCl_11,cortex,R,Cont,37.959126,29.899234,35.79773,3010,26.901949
426,7Networks_RH_Cont_PFCl_12,cortex,R,Cont,41.235003,17.396405,40.284145,4138,25.50743636
427,7Networks_RH_Cont_PFCl_13,cortex,R,Cont,41.06886,6.545038,46.0214,2309,25.48156035
428,7Networks_RH_Cont_PFCl_14,cortex,R,Cont,34.048883,13.299317,51.96845,4195,27.33696375
429,7Networks_RH_Cont_PFCl_15,cortex,R,Cont,24.047375,7.530252,57.276121,3527,26.69612422
430,7Networks_RH_Cont_pCun_1,cortex,R,Cont,12.622115,-68.729979,38.390032,2471,26.22229685
431,7Networks_RH_Cont_pCun_2,cortex,R,Cont,6.425243,-62.751857,45.715607,1704,24.72832033
432,7Networks_RH_Cont_Cing_1,cortex,R,Cont,6.157093,-25.269273,27.669732,1170,14.12742463
433,7Networks_RH_Cont_Cing_2,cortex,R,Cont,4.663022,-2.853045,30.389762,947,16.87121676
434,7Networks_RH_Cont_PFCmp_1,cortex,R,Cont,8.557591,34.192958,26.131141,3487,23.28104058
435,7Networks_RH_Cont_PFCmp_2,cortex,R,Cont,5.908179,26.138708,47.336307,2635,24.00652735
436,7Networks_RH_Default_Par_1,cortex,R,Default,51.848801,-48.765085,19.444589,1570,23.94365428
437,7Networks_RH_Default_Par_2,cortex,R,Default,46.927709,-64.444091,21.037126,3763,27.42905755
438,7Networks_RH_Default_Par_3,cortex,R,Default,50.564768,-56.074895,25.843074,3743,26.57245782
439,7Networks_RH_Default_Par_4,cortex,R,Default,53.785974,-49.641015,30.60286,1851,27.81965905
440,7Networks_RH_Default_Par_5,cortex,R,Default,44.766936,-64.654681,37.615437,3437,30.71668806
441,7Networks_RH_Default_Temp_1,cortex,R,Default,49.695457,5.907359,-30.97421,4435,12.48501823
442,7Networks_RH_Default_Temp_2,cortex,R,Default,59.953167,-12.029719,-21.266657,4737,13.89611965
443,7Networks_RH_Default_Temp_3,cortex,R,Default,48.992044,13.247086,-19.043428,3093,16.361038
444,7Networks_RH_Default_Temp_4,cortex,R,Default,53.599419,-6.679609,-13.58345,4734,17.91792913
445,7Networks_RH_Default_Temp_5,cortex,R,Default,61.244759,-28.553382,-5.769721,2674,17.63829311
446,7Networks_RH_Default_Temp_6,cortex,R,Default,49.945883,-23.695326,-5.712176,1215,18.8058846
447,7Networks_RH_Default_Temp_7,cortex,R,Default,59.714318,-40.913385,1.660637,1539,18.72029698
448,7Networks_RH_Default_Temp_8,cortex,R,Default,50.915905,-35.864676,3.885929,2479,20.17360188
449,7Networks_RH_Default_PFCv_1,cortex,R,Default,32.614421,22.463342,-16.636599,2789,13.95815694
450,7Networks_RH_Default_PFCv_2,cortex,R,Default,34.609733,38.933774,-12.115775,2264,17.12513338
451,7Networks_RH_Default_PFCv_3,cortex,R,Default,47.077059,32.945917,-5.695032,3995,18.51829497
452,7Networks_RH_Default_PFCv_4,cortex,R,Default,51.374386,24.746904,9.200633,4172,23.3541225
453,7Networks_RH_Default_PFCdPFCm_1,cortex,R,Default,5.433645,38.058632,-10.039126,5339,14.63234367
454,7Networks_RH_Default_PFCdPFCm_2,cortex,R,Default,10.206421,64.752757,2.314336,2543,21.06384499
455,7Networks_RH_Default_PFCdPFCm_3,cortex,R,Default,8.086521,42.795263,4.436339,3908,22.38043201
456,7Networks_RH_Default_PFCdPFCm_4,cortex,R,Default,8.097958,52.252681,14.510655,4657,24.94114142
457,7Networks_RH_Default_PFCdPFCm_5,cortex,R,Default,15.685447,61.823414,17.488264,3189,27.03605891
458,7Networks_RH_Default_PFCdPFCm_6,cortex,R,Default,4.945409,21.274367,21.094307,1335,19.61382806
459,7Networks_RH_Default_PFCdPFCm_7,cortex,R,Default,7.326348,53.379416,30.581518,2440,28.41698884
460,7Networks_RH_Default_PFCdPFCm_8,cortex,R,Default,17.692091,49.06398,34.281404,2939,29.85417528
461,7Networks_RH_Default_PFCdPFCm_9,cortex,R,Default,5.892938,41.127885,38.292879,2274,27.26488294
462,7Networks_RH_Default_PFCdPFCm_10,cortex,R,Default,25.984994,33.100825,39.272046,3250,26.24845032
463,7Networks_RH_Default_PFCdPFCm_11,cortex,R,Default,13.011394,37.032819,49.877003,3622,28.40154043
464,7Networks_RH_Default_PFCdPFCm_12,cortex,R,Default,23.331405,22.102399,49.895004,3086,25.75995765
465,7Networks_RH_Default_PFCdPFCm_13,cortex,R,Default,12.436122,17.317181,61.451511,3219,27.2011015
466,7Networks_RH_Default_pCunPCC_1,cortex,R,Default,12.018099,-52.954822,13.04451,3109,20.92171754
467,7Networks_RH_Default_pCunPCC_2,cortex,R,Default,6.602964,-42.830414,20.115295,454,17.56455924
468,7Networks_RH_Default_pCunPCC_3,cortex,R,Default,16.828993,-62.827333,26.375826,1290,23.90821507
469,7Networks_RH_Default_pCunPCC_4,cortex,R,Default,5.78117,-51.25224,24.173716,2152,20.78955295
470,7Networks_RH_Default_pCunPCC_5,cortex,R,Default,5.546223,-64.296586,32.317608,1397,23.67497919
471,7Networks_RH_Default_pCunPCC_6,cortex,R,Default,6.140819,-37.454201,35.190668,2835,20.13842131
472,7Networks_RH_Default_pCunPCC_7,cortex,R,Default,3.304744,-19.190675,36.593041,2047,18.91337782
473,7Networks_RH_Default_pCunPCC_8,cortex,R,Default,10.424082,-51.204606,37.010348,1402,22.58722707
474,7Networks_RH_Default_pCunPCC_9,cortex,R,Default,7.629016,-48.317794,45.904152,1991,24.02379385
475,R-Thalamus-Proper,subcortex,R,,11.767,-17.389,6.5246,,
476,R-Caudate,subcortex,R,,13.666,9.8936,9.9944,,
477,R-Putamen,subcortex,R,,24.602,2.8788,-1.6282,,
478,R-Pallidum,subcortex,R,,21.152,-4.2456,-1.0409,,
479,R-Hippocampus,subcortex,R,,26.132,-21.716,-13.724,,
480,R-Amygdala,subcortex,R,,23.445,-1.5834,-20.571,,
481,R-Accumbens-area,subcortex,R,,-12.271,18.57,-17.167,,
482,R-Cereb-Ctx,an,R,,,,,,